name	taxonomy_id	taxonomy_lvl	PM06-C1D01_num	PM06-C1D01_frac	PM06-C1D02_num	PM06-C1D02_frac	PM06-C1D15_num	PM06-C1D15_frac	PM06-C1D36_num	PM06-C1D36_frac	PM06-S1_num	PM06-S1_frac
Citrobacter	544	G	945066	0.36619	54664	0.01016	1259	0.00036	21233	0.00416	5884	0.00094
Klebsiella	570	G	533683	0.20679	41022	0.00763	12202	0.00345	3499	0.00069	5893998	0.94658
Escherichia	561	G	90544	0.03508	42852	0.00797	62009	0.01755	14947	0.00293	78956	0.01268
Raoultella	160674	G	14970	0.00580	2489	0.00046	55	0.00002	1216	0.00024	1932	0.00031
Enterobacter	547	G	24973	0.00968	1359	0.00025	378	0.00011	661	0.00013	47635	0.00765
Salmonella	590	G	14131	0.00548	969	0.00018	169	0.00005	825	0.00016	23304	0.00374
Kluyvera	579	G	3273	0.00127	48	0.00001	24	0.00001	12	0.00000	42	0.00001
Kosakonia	1330547	G	1304	0.00051	160	0.00003	46	0.00001	103	0.00002	194	0.00003
Leclercia	83654	G	733	0.00028	87	0.00002	68	0.00002	151	0.00003	259	0.00004
Lelliottia	1330545	G	673	0.00026	85	0.00002	38	0.00001	52	0.00001	180	0.00003
Cedecea	158483	G	462	0.00018	89	0.00002	36	0.00001	67	0.00001	303	0.00005
Cronobacter	413496	G	409	0.00016	38	0.00001	40	0.00001	91	0.00002	566	0.00009
Shigella	620	G	4093	0.00159	590	0.00011	533	0.00015	39	0.00001	14951	0.00240
Pluralibacter	1330546	G	307	0.00012	41	0.00001	29	0.00001	19	0.00000	99	0.00002
Yokenella	158876	G	275	0.00011	20	0.00000	9	0.00000	3	0.00000	201	0.00003
Gibbsiella	929812	G	156	0.00006	0	0.00000	4	0.00000	11	0.00000	8	0.00000
Buttiauxella	82976	G	132	0.00005	11	0.00000	8	0.00000	15	0.00000	13	0.00000
Scandinavium	2726810	G	110	0.00004	7	0.00000	8	0.00000	3	0.00000	19	0.00000
Atlantibacter	1903434	G	89	0.00003	6	0.00000	8	0.00000	11	0.00000	292	0.00005
Pseudescherichia	2055880	G	85	0.00003	3	0.00000	1	0.00000	7	0.00000	42	0.00001
Candidatus Hamiltonella	568987	G	38	0.00001	8	0.00000	7	0.00000	12	0.00000	76	0.00001
Candidatus Blochmannia	203804	G	18	0.00001	22	0.00000	14	0.00000	22	0.00000	3	0.00000
Candidatus Doolittlea	1906657	G	16	0.00001	2	0.00000	0	0.00000	5	0.00000	4	0.00000
Candidatus Tachikawaea	1682492	G	6	0.00000	0	0.00000	46	0.00001	0	0.00000	2	0.00000
Candidatus Annandia	1302410	G	2	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Candidatus Gullanella	1906661	G	1	0.00000	1	0.00000	0	0.00000	0	0.00000	5	0.00000
Izhakiella	1780190	G	57	0.00002	71	0.00001	18	0.00001	100	0.00002	30	0.00000
Shimwellia	1335483	G	52	0.00002	1	0.00000	0	0.00000	9	0.00000	31	0.00000
Limnobaculum	2172100	G	25	0.00001	3	0.00000	3	0.00000	9	0.00000	0	0.00000
Candidatus Ishikawaella	409304	G	7	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000
Candidatus Riesia	401618	G	6	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000
Candidatus Moranella	1048757	G	2	0.00000	0	0.00000	1	0.00000	0	0.00000	7	0.00000
Metakosakonia	2055876	G	4	0.00000	0	0.00000	0	0.00000	2	0.00000	2	0.00000
Morganella	581	G	124810	0.04836	11579	0.00215	469	0.00013	55	0.00001	24	0.00000
Proteus	583	G	96918	0.03755	2535	0.00047	39	0.00001	66	0.00001	148	0.00002
Providencia	586	G	1120	0.00043	72	0.00001	63	0.00002	98	0.00002	48	0.00001
Xenorhabdus	626	G	242	0.00009	79	0.00001	52	0.00001	66	0.00001	49	0.00001
Arsenophonus	637	G	96	0.00004	19	0.00000	14	0.00000	21	0.00000	16	0.00000
Photorhabdus	29487	G	50	0.00002	28	0.00001	22	0.00001	50	0.00001	29	0.00000
Serratia	613	G	1447	0.00056	427	0.00008	248	0.00007	530	0.00010	354	0.00006
Yersinia	629	G	1037	0.00040	106	0.00002	108	0.00003	218	0.00004	993	0.00016
Rahnella	34037	G	159	0.00006	43	0.00001	31	0.00001	73	0.00001	23	0.00000
Nissabacter	1964366	G	22	0.00001	18	0.00000	10	0.00000	13	0.00000	1	0.00000
Chania	1745211	G	18	0.00001	8	0.00000	8	0.00000	29	0.00001	4	0.00000
Rouxiella	1565532	G	14	0.00001	1	0.00000	6	0.00000	5	0.00000	7	0.00000
Ewingella	41201	G	9	0.00000	0	0.00000	5	0.00000	9	0.00000	0	0.00000
Candidatus Fukatsuia	1927833	G	1	0.00000	5	0.00000	10	0.00000	6	0.00000	14	0.00000
Pantoea	53335	G	952	0.00037	205	0.00004	109	0.00003	259	0.00005	914	0.00015
Erwinia	551	G	429	0.00017	51	0.00001	48	0.00001	127	0.00002	89	0.00001
Buchnera	32199	G	212	0.00008	38	0.00001	32	0.00001	55	0.00001	25	0.00000
Mixta	2100764	G	191	0.00007	113	0.00002	56	0.00002	144	0.00003	9	0.00000
Tatumella	82986	G	215	0.00008	29	0.00001	24	0.00001	49	0.00001	3	0.00000
Wigglesworthia	51228	G	10	0.00000	11	0.00000	10	0.00000	7	0.00000	1	0.00000
Pectobacterium	122277	G	510	0.00020	81	0.00002	42	0.00001	113	0.00002	57	0.00001
Dickeya	204037	G	491	0.00019	238	0.00004	137	0.00004	282	0.00006	79	0.00001
Brenneria	71655	G	110	0.00004	27	0.00001	22	0.00001	58	0.00001	18	0.00000
Sodalis	84565	G	23	0.00001	6	0.00000	13	0.00000	12	0.00000	18	0.00000
Lonsdalea	1082702	G	11	0.00000	3	0.00000	6	0.00000	11	0.00000	2	0.00000
Hafnia	568	G	918	0.00036	128	0.00002	45	0.00001	81	0.00002	9	0.00000
Edwardsiella	635	G	129	0.00005	67	0.00001	38	0.00001	88	0.00002	106	0.00002
Obesumbacterium	82982	G	23	0.00001	10	0.00000	2	0.00000	36	0.00001	0	0.00000
Plesiomonas	702	G	30	0.00001	1	0.00000	7	0.00000	7	0.00000	6	0.00000
Phytobacter	447792	G	55	0.00002	8	0.00000	3	0.00000	33	0.00001	12	0.00000
Pragia	82984	G	27	0.00001	12	0.00000	12	0.00000	28	0.00001	0	0.00000
Leminorella	82980	G	6	0.00000	2	0.00000	11	0.00000	11	0.00000	3	0.00000
Acinetobacter	469	G	1706	0.00066	312	0.00006	299	0.00008	617	0.00012	633	0.00010
Moraxella	475	G	208	0.00008	19	0.00000	35	0.00001	32	0.00001	15	0.00000
Psychrobacter	497	G	163	0.00006	23	0.00000	37	0.00001	46	0.00001	0	0.00000
Pseudomonas	286	G	1394	0.00054	3711	0.00069	3723	0.00105	6104	0.00120	1057	0.00017
Oblitimonas	1849530	G	62	0.00002	3	0.00000	0	0.00000	3	0.00000	3	0.00000
Azotobacter	352	G	7	0.00000	19	0.00000	9	0.00000	34	0.00001	5	0.00000
Entomomonas	2758906	G	7	0.00000	3	0.00000	1	0.00000	3	0.00000	0	0.00000
Permianibacter	1649479	G	1	0.00000	8	0.00000	9	0.00000	17	0.00000	3	0.00000
Catenovulum	1172191	G	196	0.00008	4	0.00000	3	0.00000	7	0.00000	0	0.00000
Alteromonas	226	G	159	0.00006	58	0.00001	70	0.00002	110	0.00002	8	0.00000
Glaciecola	89404	G	142	0.00006	62	0.00001	58	0.00002	119	0.00002	0	0.00000
Salinimonas	288793	G	132	0.00005	8	0.00000	9	0.00000	21	0.00000	1	0.00000
Marinobacter	2742	G	98	0.00004	174	0.00003	95	0.00003	235	0.00005	1	0.00000
Paraglaciecola	1621534	G	87	0.00003	10	0.00000	23	0.00001	16	0.00000	3	0.00000
Lacimicrobium	1751872	G	3	0.00000	3	0.00000	3	0.00000	6	0.00000	0	0.00000
Hydrocarboniclastica	2650549	G	2	0.00000	6	0.00000	5	0.00000	21	0.00000	1	0.00000
Saliniradius	2661818	G	1	0.00000	38	0.00001	8	0.00000	18	0.00000	1	0.00000
Pseudoalteromonas	53246	G	759	0.00029	83	0.00002	99	0.00003	204	0.00004	11	0.00000
Shewanella	22	G	476	0.00018	243	0.00005	231	0.00007	305	0.00006	14	0.00000
Parashewanella	2547964	G	7	0.00000	69	0.00001	22	0.00001	66	0.00001	0	0.00000
Colwellia	28228	G	241	0.00009	35	0.00001	37	0.00001	68	0.00001	0	0.00000
Thalassotalea	1518149	G	68	0.00003	0	0.00000	8	0.00000	10	0.00000	1	0.00000
Litorilituus	1407056	G	4	0.00000	4	0.00000	3	0.00000	8	0.00000	0	0.00000
Idiomarina	135575	G	99	0.00004	15	0.00000	14	0.00000	32	0.00001	0	0.00000
Psychromonas	67572	G	69	0.00003	39	0.00001	10	0.00000	25	0.00000	1	0.00000
Moritella	58050	G	9	0.00000	6	0.00000	3	0.00000	12	0.00000	1	0.00000
Ferrimonas	44011	G	1	0.00000	2	0.00000	6	0.00000	36	0.00001	1	0.00000
Vibrio	662	G	1169	0.00045	483	0.00009	408	0.00012	908	0.00018	176	0.00003
Photobacterium	657	G	77	0.00003	83	0.00002	38	0.00001	115	0.00002	5	0.00000
Paraphotobacterium	2042066	G	52	0.00002	0	0.00000	0	0.00000	7	0.00000	0	0.00000
Aliivibrio	511678	G	38	0.00001	6	0.00000	6	0.00000	16	0.00000	20	0.00000
Salinivibrio	51366	G	21	0.00001	13	0.00000	25	0.00001	42	0.00001	1	0.00000
Grimontia	246861	G	21	0.00001	52	0.00001	21	0.00001	54	0.00001	0	0.00000
Enterovibrio	188143	G	14	0.00001	1	0.00000	0	0.00000	1	0.00000	0	0.00000
Haemophilus	724	G	351	0.00014	61	0.00001	676	0.00019	210	0.00004	19	0.00000
Actinobacillus	713	G	155	0.00006	27	0.00001	36	0.00001	49	0.00001	6	0.00000
Aggregatibacter	416916	G	128	0.00005	19	0.00000	20	0.00001	36	0.00001	9	0.00000
Pasteurella	745	G	117	0.00005	23	0.00000	26	0.00001	36	0.00001	37	0.00001
Mannheimia	75984	G	112	0.00004	26	0.00000	21	0.00001	37	0.00001	21	0.00000
Otariodibacter	1249016	G	85	0.00003	0	0.00000	1	0.00000	7	0.00000	0	0.00000
Glaesserella	2094023	G	60	0.00002	26	0.00000	21	0.00001	41	0.00001	3	0.00000
Histophilus	214906	G	32	0.00001	4	0.00000	5	0.00000	37	0.00001	2	0.00000
Frederiksenia	1649317	G	29	0.00001	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Rodentibacter	1960084	G	18	0.00001	3	0.00000	4	0.00000	5	0.00000	7	0.00000
Bisgaardia	109471	G	9	0.00000	0	0.00000	1	0.00000	6	0.00000	0	0.00000
Avibacterium	292486	G	10	0.00000	1	0.00000	9	0.00000	4	0.00000	1	0.00000
Gallibacterium	155493	G	3	0.00000	1	0.00000	19	0.00001	4	0.00000	1	0.00000
Basfia	697331	G	3	0.00000	0	0.00000	3	0.00000	3	0.00000	2	0.00000
Bibersteinia	476528	G	22	0.00001	610	0.00011	97	0.00003	1551	0.00030	27	0.00000
Marinomonas	28253	G	110	0.00004	9	0.00000	19	0.00001	10	0.00000	1	0.00000
Thalassolituus	187492	G	29	0.00001	4	0.00000	8	0.00000	8	0.00000	0	0.00000
Bermanella	599651	G	26	0.00001	2	0.00000	3	0.00000	10	0.00000	0	0.00000
Bacterioplanes	1537406	G	17	0.00001	4	0.00000	0	0.00000	6	0.00000	0	0.00000
Oleispira	188907	G	14	0.00001	1	0.00000	11	0.00000	0	0.00000	1	0.00000
Neptunomonas	75687	G	4	0.00000	1	0.00000	5	0.00000	6	0.00000	0	0.00000
Nitrincola	267849	G	4	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000
Marinobacterium	48075	G	3	0.00000	41	0.00001	40	0.00001	59	0.00001	0	0.00000
Halomonas	2745	G	79	0.00003	314	0.00006	194	0.00005	557	0.00011	10	0.00000
Kushneria	504090	G	51	0.00002	20	0.00000	16	0.00000	34	0.00001	1	0.00000
Cobetia	204286	G	4	0.00000	4	0.00000	1	0.00000	10	0.00000	0	0.00000
Chromohalobacter	42054	G	2	0.00000	2	0.00000	1	0.00000	1	0.00000	0	0.00000
Pistricoccus	1897649	G	1	0.00000	18	0.00000	13	0.00000	22	0.00000	0	0.00000
Endozoicomonas	305899	G	137	0.00005	40	0.00001	14	0.00000	55	0.00001	0	0.00000
Oleiphilus	141450	G	42	0.00002	27	0.00001	16	0.00000	49	0.00001	2	0.00000
Alcanivorax	59753	G	22	0.00001	105	0.00002	49	0.00001	77	0.00002	92	0.00001
Ketobacter	2025617	G	6	0.00000	4	0.00000	13	0.00000	2	0.00000	0	0.00000
Spartinivicinus	2768738	G	15	0.00001	8	0.00000	4	0.00000	12	0.00000	0	0.00000
Hahella	158481	G	1	0.00000	7	0.00000	10	0.00000	26	0.00001	0	0.00000
Reinekea	230494	G	11	0.00000	1	0.00000	2	0.00000	6	0.00000	0	0.00000
Gynuella	1445504	G	5	0.00000	12	0.00000	14	0.00000	27	0.00001	0	0.00000
Kangiella	261963	G	12	0.00000	47	0.00001	9	0.00000	48	0.00001	3	0.00000
Litoricola	418700	G	6	0.00000	2	0.00000	1	0.00000	5	0.00000	0	0.00000
Pseudoxanthomonas	83618	G	159	0.00006	65	0.00001	31	0.00001	69	0.00001	2	0.00000
Xylella	2370	G	134	0.00005	1	0.00000	3	0.00000	5	0.00000	8	0.00000
Xanthomonas	338	G	133	0.00005	263	0.00005	118	0.00003	347	0.00007	13	0.00000
Stenotrophomonas	40323	G	16	0.00001	206	0.00004	146	0.00004	308	0.00006	19	0.00000
Lysobacter	68	G	14	0.00001	174	0.00003	119	0.00003	297	0.00006	2	0.00000
Luteimonas	83614	G	13	0.00001	28	0.00001	14	0.00000	46	0.00001	1	0.00000
Thermomonas	141948	G	2	0.00000	17	0.00000	26	0.00001	66	0.00001	1	0.00000
Arenimonas	490567	G	1	0.00000	11	0.00000	6	0.00000	18	0.00000	0	0.00000
Dyella	231454	G	13	0.00001	42	0.00001	32	0.00001	69	0.00001	2	0.00000
Luteibacter	242605	G	8	0.00000	9	0.00000	4	0.00000	14	0.00000	1	0.00000
Ahniella	2233801	G	5	0.00000	34	0.00001	8	0.00000	16	0.00000	0	0.00000
Aerosticca	2707020	G	3	0.00000	6	0.00000	0	0.00000	1	0.00000	0	0.00000
Rhodanobacter	75309	G	2	0.00000	0	0.00000	6	0.00000	13	0.00000	0	0.00000
Legionella	445	G	452	0.00018	94	0.00002	112	0.00003	164	0.00003	12	0.00000
Tatlockia	465	G	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fluoribacter	461	G	4	0.00000	12	0.00000	3	0.00000	7	0.00000	0	0.00000
Coxiella	776	G	10	0.00000	1	0.00000	7	0.00000	1	0.00000	1	0.00000
Aquicella	254245	G	2	0.00000	17	0.00000	8	0.00000	11	0.00000	0	0.00000
Aeromonas	642	G	216	0.00008	387	0.00007	199	0.00006	515	0.00010	86	0.00001
Oceanisphaera	225143	G	32	0.00001	6	0.00000	4	0.00000	10	0.00000	0	0.00000
Tolumonas	43947	G	7	0.00000	7	0.00000	7	0.00000	18	0.00000	0	0.00000
Zobellella	347533	G	3	0.00000	2	0.00000	18	0.00001	10	0.00000	0	0.00000
Oceanimonas	129577	G	1	0.00000	5	0.00000	13	0.00000	28	0.00001	0	0.00000
Succinivibrio	83770	G	142	0.00006	25	0.00000	14	0.00000	84	0.00002	0	0.00000
Francisella	262	G	273	0.00011	42	0.00001	34	0.00001	61	0.00001	12	0.00000
Allofrancisella	1869285	G	1	0.00000	3	0.00000	6	0.00000	8	0.00000	0	0.00000
Thiomicrorhabdus	2039723	G	19	0.00001	22	0.00000	24	0.00001	69	0.00001	0	0.00000
Piscirickettsia	1237	G	17	0.00001	6	0.00000	8	0.00000	16	0.00000	0	0.00000
Hydrogenovibrio	28884	G	8	0.00000	6	0.00000	8	0.00000	8	0.00000	0	0.00000
Methylophaga	40222	G	3	0.00000	24	0.00000	4	0.00000	33	0.00001	1	0.00000
Thiomicrospira	933	G	1	0.00000	7	0.00000	12	0.00000	22	0.00000	0	0.00000
Cycloclasticus	34067	G	1	0.00000	1	0.00000	0	0.00000	4	0.00000	0	0.00000
Beggiatoa	1021	G	15	0.00001	8	0.00000	20	0.00001	38	0.00001	0	0.00000
Thioploca	40751	G	4	0.00000	4	0.00000	7	0.00000	3	0.00000	0	0.00000
Frischella	1335631	G	229	0.00009	23	0.00000	16	0.00000	10	0.00000	0	0.00000
Gilliamella	1193503	G	53	0.00002	10	0.00000	20	0.00001	22	0.00000	1	0.00000
Orbus	743714	G	13	0.00001	2	0.00000	2	0.00000	3	0.00000	0	0.00000
Microbulbifer	48073	G	132	0.00005	118	0.00002	75	0.00002	148	0.00003	7	0.00000
Cellvibrio	10	G	30	0.00001	19	0.00000	31	0.00001	46	0.00001	1	0.00000
Saccharophagus	316625	G	19	0.00001	10	0.00000	8	0.00000	18	0.00000	4	0.00000
Agarilytica	2036021	G	9	0.00000	9	0.00000	6	0.00000	7	0.00000	0	0.00000
Spongiibacter	630749	G	13	0.00001	20	0.00000	4	0.00000	3	0.00000	0	0.00000
Oceanicoccus	1084558	G	11	0.00000	5	0.00000	3	0.00000	13	0.00000	1	0.00000
Zhongshania	1434050	G	1	0.00000	41	0.00001	25	0.00001	16	0.00000	1	0.00000
Halioglobus	1217416	G	9	0.00000	14	0.00000	14	0.00000	24	0.00000	1	0.00000
Kineobactrum	2678529	G	2	0.00000	1	0.00000	3	0.00000	27	0.00001	0	0.00000
Methylomonas	416	G	83	0.00003	51	0.00001	39	0.00001	83	0.00002	0	0.00000
Methylomicrobium	39773	G	78	0.00003	36	0.00001	26	0.00001	58	0.00001	1	0.00000
Methylococcus	413	G	5	0.00000	12	0.00000	22	0.00001	41	0.00001	0	0.00000
Methylocaldum	73778	G	2	0.00000	6	0.00000	9	0.00000	22	0.00000	1	0.00000
Candidatus Methylospira	1808977	G	28	0.00001	6	0.00000	9	0.00000	19	0.00000	0	0.00000
Candidatus Ruthia	1541743	G	20	0.00001	0	0.00000	2	0.00000	2	0.00000	0	0.00000
Candidatus Vesicomyosocius	2732587	G	64	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Thioglobus	655184	G	21	0.00001	22	0.00000	6	0.00000	39	0.00001	1	0.00000
Thiolapillus	1608298	G	7	0.00000	10	0.00000	9	0.00000	30	0.00001	1	0.00000
Candidatus Nardonella	204619	G	5	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Sedimenticola	349742	G	5	0.00000	21	0.00000	7	0.00000	13	0.00000	1	0.00000
Gallaecimonas	745410	G	1	0.00000	20	0.00000	5	0.00000	4	0.00000	0	0.00000
Candidatus Reidiella	2738850	G	1	0.00000	2	0.00000	6	0.00000	4	0.00000	0	0.00000
Nitrosococcus	1227	G	15	0.00001	22	0.00000	41	0.00001	55	0.00001	4	0.00000
Rheinheimera	67575	G	14	0.00001	55	0.00001	8	0.00000	128	0.00003	0	0.00000
Candidatus Nitrosoglobus	1980513	G	12	0.00000	2	0.00000	1	0.00000	3	0.00000	0	0.00000
Thiodictyon	53392	G	2	0.00000	5	0.00000	9	0.00000	12	0.00000	0	0.00000
Thiocystis	13724	G	1	0.00000	3	0.00000	3	0.00000	7	0.00000	0	0.00000
Thioflavicoccus	156885	G	1	0.00000	6	0.00000	8	0.00000	6	0.00000	11	0.00000
Thioalkalivibrio	106633	G	9	0.00000	80	0.00001	20	0.00001	111	0.00002	1	0.00000
Ectothiorhodospira	1051	G	5	0.00000	7	0.00000	8	0.00000	16	0.00000	0	0.00000
Acidihalobacter	1765964	G	4	0.00000	26	0.00000	28	0.00001	36	0.00001	11	0.00000
Halorhodospira	85108	G	1	0.00000	5	0.00000	8	0.00000	21	0.00000	0	0.00000
Alkalilimnicola	133193	G	1	0.00000	2	0.00000	19	0.00001	10	0.00000	0	0.00000
Spiribacter	1335745	G	1	0.00000	7	0.00000	16	0.00000	16	0.00000	0	0.00000
Guyparkeria	2035712	G	19	0.00001	31	0.00001	12	0.00000	32	0.00001	159	0.00003
Woeseia	1738655	G	15	0.00001	4	0.00000	1	0.00000	3	0.00000	1	0.00000
Sulfurivermis	2034504	G	6	0.00000	4	0.00000	4	0.00000	10	0.00000	3	0.00000
Sulfuriflexus	1860077	G	5	0.00000	2	0.00000	6	0.00000	10	0.00000	0	0.00000
Thiohalobacter	1273155	G	2	0.00000	3	0.00000	5	0.00000	15	0.00000	0	0.00000
Wenzhouxiangella	1676142	G	2	0.00000	0	0.00000	1	0.00000	3	0.00000	1	0.00000
Halothiobacillus	109262	G	58	0.00002	12	0.00000	13	0.00000	9	0.00000	1	0.00000
Dichelobacter	869	G	7	0.00000	0	0.00000	0	0.00000	39	0.00001	0	0.00000
Cardiobacterium	2717	G	4	0.00000	21	0.00000	47	0.00001	46	0.00001	8	0.00000
Sulfuricaulis	1744881	G	2	0.00000	23	0.00000	27	0.00001	38	0.00001	0	0.00000
Acidiferrobacter	986106	G	1	0.00000	4	0.00000	19	0.00001	8	0.00000	0	0.00000
Sulfurifustis	1692042	G	1	0.00000	20	0.00000	21	0.00001	47	0.00001	2	0.00000
Salinisphaera	180541	G	3	0.00000	1	0.00000	8	0.00000	8	0.00000	0	0.00000
Immundisolibacter	1934947	G	3	0.00000	2	0.00000	5	0.00000	22	0.00000	0	0.00000
Eikenella	538	G	11668	0.00452	765	0.00014	55	0.00002	43	0.00001	0	0.00000
Neisseria	482	G	1525	0.00059	317	0.00006	174	0.00005	382	0.00007	69	0.00001
Kingella	32257	G	19	0.00001	6	0.00000	15	0.00000	11	0.00000	1	0.00000
Vitreoscilla	59	G	15	0.00001	8	0.00000	16	0.00000	20	0.00000	0	0.00000
Crenobacter	1654931	G	3	0.00000	11	0.00000	20	0.00001	22	0.00000	0	0.00000
Alysiella	194195	G	2	0.00000	0	0.00000	4	0.00000	2	0.00000	0	0.00000
Chitinolyticbacter	1055692	G	3	0.00000	7	0.00000	6	0.00000	40	0.00001	0	0.00000
Chromobacterium	535	G	58	0.00002	59	0.00001	102	0.00003	170	0.00003	3	0.00000
Iodobacter	32014	G	11	0.00000	3	0.00000	12	0.00000	13	0.00000	0	0.00000
Laribacter	168470	G	8	0.00000	3	0.00000	2	0.00000	10	0.00000	1	0.00000
Jeongeupia	885864	G	5	0.00000	3	0.00000	11	0.00000	23	0.00000	3	0.00000
Pseudogulbenkiania	568394	G	4	0.00000	12	0.00000	4	0.00000	41	0.00001	0	0.00000
Vogesella	57739	G	3	0.00000	68	0.00001	15	0.00000	51	0.00001	0	0.00000
Aquaspirillum	187	G	1	0.00000	8	0.00000	11	0.00000	19	0.00000	0	0.00000
Deefgea	400947	G	1	0.00000	1	0.00000	6	0.00000	12	0.00000	0	0.00000
Burkholderia	32008	G	202	0.00008	698	0.00013	428	0.00012	1457	0.00029	45	0.00001
Paraburkholderia	1822464	G	157	0.00006	378	0.00007	237	0.00007	733	0.00014	5	0.00000
Pandoraea	93217	G	150	0.00006	219	0.00004	98	0.00003	383	0.00008	2	0.00000
Ralstonia	48736	G	73	0.00003	127	0.00002	98	0.00003	240	0.00005	3	0.00000
Polynucleobacter	44013	G	50	0.00002	64	0.00001	51	0.00001	109	0.00002	2	0.00000
Cupriavidus	106589	G	51	0.00002	232	0.00004	210	0.00006	581	0.00011	26	0.00000
Lautropia	47670	G	27	0.00001	24	0.00000	111	0.00003	164	0.00003	2	0.00000
Mycetohabitans	2571159	G	4	0.00000	35	0.00001	15	0.00000	40	0.00001	0	0.00000
Limnobacter	131079	G	3	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000
Chitinimonas	240411	G	3	0.00000	21	0.00000	16	0.00000	60	0.00001	0	0.00000
Ephemeroptericola	2680021	G	2	0.00000	36	0.00001	22	0.00001	74	0.00001	0	0.00000
Caballeronia	1827195	G	1	0.00000	14	0.00000	16	0.00000	36	0.00001	0	0.00000
Achromobacter	222	G	187	0.00007	349	0.00006	277	0.00008	571	0.00011	189	0.00003
Bordetella	517	G	138	0.00005	249	0.00005	146	0.00004	398	0.00008	4	0.00000
Pusillimonas	305976	G	98	0.00004	18	0.00000	17	0.00000	55	0.00001	0	0.00000
Alcaligenes	507	G	80	0.00003	101	0.00002	60	0.00002	139	0.00003	17	0.00000
Basilea	1472344	G	60	0.00002	2	0.00000	3	0.00000	3	0.00000	0	0.00000
Advenella	290425	G	11	0.00000	16	0.00000	10	0.00000	50	0.00001	0	0.00000
Kerstersia	257820	G	10	0.00000	19	0.00000	28	0.00001	43	0.00001	0	0.00000
Pelistega	106146	G	6	0.00000	17	0.00000	17	0.00000	14	0.00000	0	0.00000
Orrella	1921582	G	4	0.00000	8	0.00000	5	0.00000	34	0.00001	0	0.00000
Oligella	90243	G	3	0.00000	1	0.00000	2	0.00000	8	0.00000	0	0.00000
Undibacterium	401469	G	111	0.00004	90	0.00002	22	0.00001	109	0.00002	1	0.00000
Oxalobacter	846	G	47	0.00002	8	0.00000	13	0.00000	22	0.00000	0	0.00000
Janthinobacterium	29580	G	43	0.00002	218	0.00004	103	0.00003	220	0.00004	5	0.00000
Herbaspirillum	963	G	36	0.00001	94	0.00002	84	0.00002	179	0.00004	0	0.00000
Massilia	149698	G	29	0.00001	244	0.00005	176	0.00005	501	0.00010	17	0.00000
Collimonas	202907	G	19	0.00001	29	0.00001	42	0.00001	76	0.00001	3	0.00000
Duganella	75654	G	13	0.00001	112	0.00002	33	0.00001	141	0.00003	1	0.00000
Noviherbaspirillum	1344552	G	5	0.00000	11	0.00000	15	0.00000	39	0.00001	0	0.00000
Variovorax	34072	G	53	0.00002	288	0.00005	176	0.00005	600	0.00012	12	0.00000
Diaphorobacter	238749	G	49	0.00002	48	0.00001	37	0.00001	130	0.00003	7	0.00000
Comamonas	283	G	49	0.00002	167	0.00003	90	0.00003	285	0.00006	18	0.00000
Rhodoferax	28065	G	40	0.00002	39	0.00001	42	0.00001	143	0.00003	1	0.00000
Hydrogenophaga	47420	G	19	0.00001	208	0.00004	75	0.00002	185	0.00004	1	0.00000
Acidovorax	12916	G	17	0.00001	291	0.00005	198	0.00006	481	0.00009	0	0.00000
Polaromonas	52972	G	13	0.00001	26	0.00000	24	0.00001	46	0.00001	2	0.00000
Serpentinomonas	2490452	G	5	0.00000	22	0.00000	16	0.00000	34	0.00001	1	0.00000
Simplicispira	352450	G	5	0.00000	2	0.00000	5	0.00000	5	0.00000	2	0.00000
Verminephrobacter	364316	G	5	0.00000	8	0.00000	7	0.00000	26	0.00001	4	0.00000
Delftia	80865	G	3	0.00000	78	0.00001	11	0.00000	83	0.00002	0	0.00000
Thiomonas	32012	G	17	0.00001	27	0.00001	42	0.00001	85	0.00002	1	0.00000
Inhella	644355	G	2	0.00000	65	0.00001	7	0.00000	15	0.00000	0	0.00000
Leptothrix	88	G	1	0.00000	53	0.00001	13	0.00000	32	0.00001	0	0.00000
Roseateles	93681	G	19	0.00001	10	0.00000	5	0.00000	37	0.00001	1	0.00000
Sutterella	40544	G	15	0.00001	458	0.00009	311	0.00009	1719	0.00034	1	0.00000
Methylovorus	81682	G	137	0.00005	6	0.00000	7	0.00000	8	0.00000	0	0.00000
Candidatus Methylopumilus	1679002	G	88	0.00003	6	0.00000	17	0.00000	8	0.00000	0	0.00000
Methylotenera	359407	G	33	0.00001	7	0.00000	9	0.00000	10	0.00000	0	0.00000
Methylophilus	16	G	9	0.00000	19	0.00000	17	0.00000	29	0.00001	0	0.00000
Nitrosomonas	914	G	194	0.00008	57	0.00001	37	0.00001	65	0.00001	2	0.00000
Nitrosospira	35798	G	38	0.00001	88	0.00002	33	0.00001	73	0.00001	1	0.00000
